customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,spending_category,estimated_clv,has_internet,is_month_to_month,churn_flag,age_group,churn_probability,predicted_churn,risk_tier
2082-OJVTK,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,24-48 months,High Value,2586.8,True,True,True,Non-Senior,0.56343218893314,1,Medium
9700-ISPUP,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,0-12 months,Medium Value,655.0,True,True,False,Non-Senior,0.3222431164308749,0,Low
9839-ETQOE,Male,0,No,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1912.85,No,24-48 months,Low Value,1739.3500000000001,True,True,False,Non-Senior,0.12297214082633498,0,Low
6078-VESFR,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,12-24 months,Medium Value,915.85,True,True,False,Senior,0.3840551258653229,0,Low
9027-TMATR,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,No,24-48 months,Medium Value,3388.4,True,False,False,Non-Senior,0.035462699087221196,0,Low
5940-NFXKV,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,12-24 months,High Value,1589.3500000000001,True,True,True,Non-Senior,0.5880135310403768,1,Medium
1941-HOSAM,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,0-12 months,High Value,90.1,True,True,False,Non-Senior,0.7950194548434102,1,High
9110-HSGTV,Female,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,48+ months,Medium Value,5689.05,True,False,False,Non-Senior,0.014257934446345781,0,Low
0704-VCUMB,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,No,48+ months,Low Value,1235.25,False,False,False,Non-Senior,0.0062717775106497856,0,Low
6171-ZTVYB,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,24-48 months,Medium Value,2848.75,True,True,False,Non-Senior,0.04640678287194133,0,Low
8053-WWDRO,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,0-12 months,Low Value,117.0,False,True,True,Non-Senior,0.15715122228352596,0,Low
9564-KCLHR,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,Yes,0-12 months,Medium Value,51.25,True,True,True,Non-Senior,0.2679399404987303,0,Low
1935-IMVBB,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No,48+ months,High Value,5023.2,True,True,False,Non-Senior,0.3097917686194133,0,Low
2535-PBCGC,Female,0,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,No,48+ months,Medium Value,4518.5,True,False,False,Non-Senior,0.012646420275725217,0,Low
2082-CEFLT,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,0-12 months,Low Value,45.6,True,True,True,Non-Senior,0.5477599076833307,1,Medium
1470-PSXNM,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,48+ months,High Value,4588.85,True,False,False,Non-Senior,0.30747561435679144,0,Low
1213-NGCUN,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,0-12 months,Low Value,297.9,True,True,True,Non-Senior,0.3267199074527445,0,Low
2498-XLDZR,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,24-48 months,Medium Value,2355.2,True,False,False,Non-Senior,0.014664862694565154,0,Low
9866-OCCKE,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,No,48+ months,High Value,7902.0,True,False,False,Senior,0.0693788843285225,0,Low
5338-YHWYT,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No,24-48 months,Medium Value,2273.65,True,False,False,Non-Senior,0.007736449450258625,0,Low
7718-UPSKJ,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No,48+ months,High Value,7341.6,True,False,False,Non-Senior,0.07208711362340241,0,Low
8731-WBBMB,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No,24-48 months,Medium Value,2129.4,True,True,False,Non-Senior,0.14966352021907767,0,Low
1448-CYWKC,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,No,48+ months,High Value,6101.6,True,False,False,Non-Senior,0.22404104023264215,0,Low
7901-IIDQV,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,1242.25,No,12-24 months,Medium Value,1310.4,True,False,False,Non-Senior,0.06040105490258175,0,Low
2690-DVRVK,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,No,0-12 months,Low Value,102.75,False,False,False,Non-Senior,0.0999962891325563,0,Low
5688-KZTSN,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,Yes,12-24 months,Low Value,300.0,False,True,True,Non-Senior,0.13307770001464395,0,Low
1270-XKUCC,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,No,24-48 months,Low Value,591.0,False,False,False,Non-Senior,0.011727769511375025,0,Low
0334-ZFJSR,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,No,48+ months,Medium Value,3632.75,True,False,False,Non-Senior,0.03476574384540954,0,Low
2894-QOJRX,Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,24-48 months,Low Value,850.0,True,True,True,Non-Senior,0.36103315329234026,0,Low
5747-PMBSQ,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,0-12 months,High Value,925.0,True,True,True,Senior,0.5910629188849339,1,Medium
5583-EJXRD,Male,0,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,No,24-48 months,Medium Value,2378.2,True,False,False,Non-Senior,0.01784838814192083,0,Low
4565-EVZMJ,Female,0,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,No,24-48 months,Medium Value,2768.2999999999997,True,False,False,Non-Senior,0.02079373567977021,0,Low
3143-JQEGI,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,Yes,12-24 months,High Value,1148.55,True,True,True,Non-Senior,0.5420957385079174,1,Medium
6386-SZZKH,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,48+ months,High Value,5289.55,True,False,True,Non-Senior,0.1280053339594916,0,Low
3327-YBAKM,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,6314.35,No,48+ months,High Value,6201.6,True,False,False,Non-Senior,0.11026428124095422,0,Low
9441-QHEVC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,0-12 months,Low Value,19.1,False,True,False,Non-Senior,0.19746157192665062,0,Low
6705-LNMDD,Male,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,1003.05,No,12-24 months,Low Value,1000.0,True,True,False,Non-Senior,0.12464905908931685,0,Low
2580-ASVVY,Female,0,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,No,24-48 months,Low Value,1679.8,True,False,False,Non-Senior,0.03732592566717805,0,Low
3370-GQEAL,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,No,24-48 months,High Value,2563.5,True,True,False,Non-Senior,0.44574513072165683,0,Medium
5032-USPKF,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,No,24-48 months,High Value,3195.7999999999997,True,False,False,Non-Senior,0.06829664673380068,0,Low
2982-IHMFT,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,Yes,0-12 months,Medium Value,74.45,True,True,True,Senior,0.7569989346210805,1,High
3521-SYVOR,Female,0,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes,24-48 months,Medium Value,2395.75,True,True,True,Non-Senior,0.26653831679106693,0,Low
4254-QPEDE,Female,0,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,No,48+ months,Medium Value,3445.0,True,False,False,Non-Senior,0.025132706306603067,0,Low
6283-GITPX,Male,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,No,48+ months,Medium Value,5459.900000000001,True,False,False,Non-Senior,0.007224141936957963,0,Low
9526-JAWYF,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,Yes,24-48 months,High Value,2334.7999999999997,True,True,True,Non-Senior,0.4170879183935734,0,Medium
0771-CHWSK,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,No,48+ months,Medium Value,4923.599999999999,True,False,False,Non-Senior,0.020905714273158398,0,Low
9788-HNGUT,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,8594.4,No,48+ months,High Value,8420.4,True,False,False,Non-Senior,0.04969754508438772,0,Low
9495-REDIY,Male,0,No,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,No,24-48 months,Low Value,1016.25,True,False,False,Non-Senior,0.12727340566297102,0,Low
5375-XLDOF,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,7665.8,No,48+ months,High Value,7890.15,True,False,False,Non-Senior,0.044419407286882796,0,Low
1172-VIYBP,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.7,3686.05,No,48+ months,Medium Value,3694.1000000000004,True,False,False,Non-Senior,0.020073193864127946,0,Low
5649-VUKMC,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,Yes,0-12 months,High Value,1146.0,True,False,True,Non-Senior,0.4208212731505514,0,Medium
6559-PDZLR,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,2537.0,No,24-48 months,High Value,2564.9,True,True,False,Non-Senior,0.5433345562149275,1,Medium
8992-OBVDG,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.65,1393.6,No,12-24 months,Medium Value,1294.6499999999999,True,True,False,Non-Senior,0.17414582773864676,0,Low
4273-MBHYA,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,89.35,No,0-12 months,High Value,89.35,True,True,False,Non-Senior,0.7884573726456118,1,High
4724-WXVWF,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,No,24-48 months,High Value,4579.200000000001,True,True,False,Non-Senior,0.25756112096855616,0,Low
5701-GUXDC,Female,0,Yes,No,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,978.6,No,24-48 months,Low Value,920.4,True,False,False,Non-Senior,0.08447293793841547,0,Low
1460-UZPRJ,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1258.15,No,48+ months,Low Value,1197.0,False,False,False,Non-Senior,0.0072395192700448795,0,Low
6082-GLJIX,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,331.35,No,12-24 months,Low Value,346.5,False,True,False,Non-Senior,0.0758520441318923,0,Low
5143-EGQFK,Female,1,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,291.4,Yes,0-12 months,Low Value,296.5,True,True,True,Senior,0.5122999124789983,1,Medium
4919-IKATY,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,453.75,Yes,0-12 months,High Value,422.5,True,True,True,Non-Senior,0.6521294017455329,1,Medium
2495-TTHBQ,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.4,84.75,No,0-12 months,Low Value,81.6,False,False,False,Non-Senior,0.10630494744272635,0,Low
0485-ZBSLN,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1715.1,No,48+ months,Low Value,1608.75,False,False,False,Non-Senior,0.006361339867455835,0,Low
3810-PJUHR,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,1715.15,No,48+ months,Low Value,1774.5,False,False,False,Non-Senior,0.005382560635044412,0,Low
9050-QLROH,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes,12-24 months,High Value,1632.6000000000001,True,True,True,Non-Senior,0.5488249358808652,1,Medium
0847-HGRML,Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,1250.1,No,48+ months,Low Value,1240.0,False,False,False,Non-Senior,0.004820837684545658,0,Low
8232-CTLKO,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,3996.8,No,48+ months,Medium Value,3943.5,True,False,False,Non-Senior,0.01956291351759298,0,Low
9227-YBAXE,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.5,5215.1,No,48+ months,Medium Value,5362.5,True,False,False,Non-Senior,0.0181994528784216,0,Low
6168-WFVVF,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5,Yes,0-12 months,Medium Value,210.89999999999998,True,True,True,Senior,0.7315587487826803,1,High
9860-LISIZ,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,673.2,No,24-48 months,Low Value,691.9000000000001,False,True,False,Non-Senior,0.048294980210131865,0,Low
0112-QAWRZ,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,No,12-24 months,High Value,1452.8,True,True,False,Non-Senior,0.5270378434989219,1,Medium
0877-SDMBN,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,Yes,48+ months,High Value,5613.3,True,False,True,Non-Senior,0.24321807507983786,0,Low
2786-GCDPI,Female,1,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,5222.35,No,48+ months,High Value,5247.5,True,True,False,Senior,0.5776845888919645,1,Medium
4043-MKDTV,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,7291.75,No,48+ months,High Value,7472.75,True,False,False,Non-Senior,0.07077928929963605,0,Low
8065-YKXKD,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65,Yes,0-12 months,Medium Value,747.5,True,True,True,Non-Senior,0.7167973412122673,1,High
9637-EIHEQ,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,50.8,Yes,0-12 months,Medium Value,50.8,True,True,True,Non-Senior,0.417502813808247,0,Medium
9229-RQABD,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.75,424.5,No,12-24 months,Low Value,427.5,False,False,False,Non-Senior,0.05401684321805116,0,Low
8313-KTIHG,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.3,249.4,No,0-12 months,Medium Value,245.2,True,True,False,Non-Senior,0.4603849939633934,0,Medium
5320-BRKGK,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,4415.75,No,48+ months,Medium Value,4396.4,True,False,False,Non-Senior,0.014942796968088243,0,Low
6284-KMNUF,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98.0,5270.6,No,48+ months,High Value,5488.0,True,False,False,Non-Senior,0.2981929741489076,0,Low
9689-PTNPG,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,144.55,Yes,0-12 months,Medium Value,160.5,True,True,True,Non-Senior,0.76691394076265,1,High
9465-RWMXL,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,24-48 months,Medium Value,2524.8,True,True,True,Non-Senior,0.502176967459628,1,Medium
6229-UOLQL,Male,0,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.0,2884.9,No,48+ months,Medium Value,2912.0,True,False,False,Non-Senior,0.04040450613556386,0,Low
2362-IBOOY,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes,24-48 months,High Value,3051.0,True,True,True,Non-Senior,0.5279361076088163,1,Medium
3137-LUPIX,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,253.0,No,0-12 months,Medium Value,257.6,True,True,False,Non-Senior,0.4732477522582995,0,Medium
0843-WTBXE,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Yes,48+ months,High Value,4528.85,True,True,True,Non-Senior,0.324437635896677,0,Low
6143-JQKEA,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,436.2,No,0-12 months,Low Value,458.0,True,True,False,Non-Senior,0.3598064850726439,0,Low
8676-OOQEJ,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,118.4,No,0-12 months,Low Value,122.0,True,True,False,Non-Senior,0.44615224721366065,0,Medium
5515-IDEJJ,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,0-12 months,Low Value,19.9,False,True,True,Non-Senior,0.16893747523976851,0,Low
9701-CDXHR,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,3649.6,No,48+ months,Medium Value,3526.65,True,True,False,Non-Senior,0.2250549585004321,0,Low
7450-NWRTR,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1200.15,Yes,0-12 months,High Value,1193.4,True,True,True,Senior,0.8366333293980233,1,High
8124-NZVGJ,Female,0,No,No,6,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,255.6,No,0-12 months,Low Value,295.5,True,False,False,Non-Senior,0.40413543046010736,0,Medium
2162-FRZAA,Male,0,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,2395.05,No,48+ months,Low Value,2479.05,True,False,False,Non-Senior,0.01247543512356771,0,Low
5376-DEQCP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,Yes,0-12 months,Medium Value,70.6,True,True,True,Non-Senior,0.7157930204852897,1,High
5118-MUEYH,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,No,24-48 months,High Value,5044.799999999999,True,True,False,Non-Senior,0.2987229243932522,0,Low
9095-HFAFX,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Yes,0-12 months,Medium Value,405.0,True,True,True,Non-Senior,0.6590595979969769,1,Medium
5627-TVBPP,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.1,644.5,No,24-48 months,Low Value,703.5,False,False,False,Non-Senior,0.025013626095881883,0,Low
2379-ENZGV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,523.5,Yes,0-12 months,High Value,509.09999999999997,True,True,True,Non-Senior,0.7145003205355891,1,High
3936-QQFLL,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,39.3,No,0-12 months,Low Value,39.5,False,True,False,Non-Senior,0.18919413680366332,0,Low
2589-AYCRP,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,989.05,No,48+ months,Low Value,987.5,False,False,False,Non-Senior,0.020304932022303622,0,Low
4067-HLYQI,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,No,24-48 months,Medium Value,2323.2000000000003,True,True,False,Non-Senior,0.3017770795620675,0,Low
5124-EOGYE,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,638.55,No,24-48 months,Low Value,633.9499999999999,False,False,False,Non-Senior,0.013524292520229594,0,Low
5057-RKGLH,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,No,0-12 months,Low Value,183.15,False,False,False,Non-Senior,0.03148408675327571,0,Low
0292-WEGCH,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,No,48+ months,High Value,4654.8,True,True,False,Non-Senior,0.20719655202233336,0,Low
8910-ICHIU,Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.65,4664.2,No,24-48 months,High Value,4399.900000000001,True,False,False,Non-Senior,0.098718180707062,0,Low
4097-YODCF,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,3470.8,No,24-48 months,High Value,3529.2,True,False,False,Non-Senior,0.28180597314207384,0,Low
9715-WZCLW,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,6910.3,No,48+ months,High Value,6901.2,True,False,False,Non-Senior,0.0886307065023711,0,Low
9786-YWNHU,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,4014.2,No,48+ months,Medium Value,4003.6499999999996,True,False,False,Non-Senior,0.005577549025530602,0,Low
6407-GSJNL,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95,1288.0,No,48+ months,Low Value,1272.45,False,False,False,Non-Senior,0.013517000740848321,0,Low
6005-OBZPH,Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,Yes,24-48 months,High Value,2317.9,True,True,True,Senior,0.6262051581576976,1,Medium
4049-ZPALD,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.0,6375.8,No,48+ months,High Value,6336.0,True,False,False,Non-Senior,0.06973649230381872,0,Low
7932-WPTDS,Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0-12 months,Low Value,24.8,True,True,True,Senior,0.6873230755951305,1,Medium
